"","JLKMOVE","JHSPRBQ","JHSCANB","JHSCNTB","JHSCAND","JHSCNTD","JHSCANF","JLFSATO"
"8209",NA,2,"NO",1,"YES",NA,1,NA
"8210",1,2,"NO",2,"YES",NA,1,4
"8211",1,2,"YES",NA,"YES",NA,1,6
"8212",2,1,"NO",2,"YES",NA,1,5
"8213",1,2,"YES",NA,"YES",NA,1,6
"8214",1,2,"YES",NA,"YES",NA,1,5
"8215",1,2,"YES",NA,"YES",NA,1,5
"8216",1,2,"YES",NA,"YES",NA,1,6
"8217",2,2,"YES",NA,"YES",NA,1,4
"8218",2,2,"YES",NA,"YES",NA,1,4
"8219",2,2,"YES",NA,"YES",NA,1,4
"8220",2,2,"YES",NA,"YES",NA,1,6
"8221",1,2,"YES",NA,"YES",NA,1,6
"8222",1,2,"YES",NA,"YES",NA,1,4
"8223",1,2,"YES",NA,"YES",NA,1,5
"8224",1,2,"YES",NA,"YES",NA,1,6
"8225",2,2,"NO",1,"NO",2,1,4
"8226",2,2,"NO",1,"NO",2,1,5
"8227",1,2,"YES",NA,"YES",NA,1,7
"8228",1,2,"YES",NA,"YES",NA,1,6
"8229",2,2,"YES",NA,"YES",NA,1,6
"8230",2,2,"YES",NA,"YES",NA,1,5
"8231",1,2,"YES",NA,"YES",NA,1,4
"8232",1,2,"YES",NA,"YES",NA,1,7
"8233",2,2,"YES",NA,"YES",NA,1,5
"8234",1,2,"YES",NA,"YES",NA,1,4
"8235",1,2,"YES",NA,"YES",NA,1,5
"8236",2,1,"NO",1,"YES",NA,1,5
"8237",2,1,"NO",1,"YES",NA,1,5
"8238",1,2,"YES",NA,"YES",NA,1,3
"8239",2,2,"YES",NA,"YES",NA,1,6
"8240",1,2,"NO",2,"YES",NA,2,5
"8241",1,2,"NO",1,"YES",NA,1,5
"8242",1,2,"NO",1,"YES",NA,1,6
"8243",1,2,"YES",NA,"YES",NA,1,6
"8244",NA,2,"YES",NA,"YES",NA,1,5
"8245",1,2,"YES",NA,"YES",NA,1,6
"8246",1,2,"YES",NA,"YES",NA,1,6
"8247",NA,NA,NA,NA,NA,NA,NA,NA
"8248",NA,NA,NA,NA,NA,NA,NA,NA
"8249",1,2,"YES",NA,"YES",NA,2,7
"8250",1,2,"YES",NA,"YES",NA,2,6
"8251",1,2,"YES",NA,"YES",NA,2,4
"8252",1,2,"YES",NA,"YES",NA,1,4
"8253",2,2,"YES",NA,"YES",NA,1,6
"8254",1,2,"YES",NA,"YES",NA,1,4
"8255",1,2,"YES",NA,"YES",NA,1,5
"8256",2,2,"NO",2,"YES",NA,1,4
"8257",2,2,"YES",NA,"YES",NA,1,7
"8258",1,2,"YES",NA,"YES",NA,1,7
"8259",1,2,"YES",NA,"YES",NA,1,7
"8260",1,2,"YES",NA,"YES",NA,1,7
"8261",1,2,"NO",2,"NO",2,1,7
"8262",1,2,"NO",1,"YES",NA,1,6
"8263",2,2,"NO",1,"YES",NA,1,4
"8264",2,1,"NO",1,"YES",NA,1,5
"8265",1,1,"NO",1,"YES",NA,1,6
"8266",1,2,"NO",1,"YES",NA,1,3
"8267",1,2,"NO",1,"YES",NA,1,7
"8268",2,1,"YES",NA,"NO",2,1,6
"8269",2,1,"YES",NA,"NO",2,1,4
"8270",2,1,"YES",NA,"NO",2,1,5
"8271",2,1,"YES",NA,"NO",2,1,5
"8272",1,1,"YES",NA,"NO",2,1,6
"8273",2,1,"YES",NA,"NO",2,1,4
"8274",2,1,"YES",NA,"NO",2,1,6
"8275",1,1,"NO",1,"YES",NA,2,6
"8276",1,1,"NO",1,"YES",NA,2,6
"8277",1,2,"YES",NA,"YES",NA,2,5
"8278",2,2,"YES",NA,"YES",NA,2,4
"8279",1,2,"YES",NA,"YES",NA,1,6
"8280",2,2,"YES",NA,"YES",NA,1,6
"8281",2,2,"YES",NA,"YES",NA,1,5
"8282",NA,2,"YES",NA,"YES",NA,1,NA
"8283",2,2,"YES",NA,"YES",NA,1,5
"8284",1,2,"YES",NA,"YES",NA,1,7
"8285",1,1,"NO",1,"YES",NA,1,5
"8286",1,1,"NO",1,"YES",NA,1,6
"8287",2,1,"YES",NA,"YES",NA,1,6
"8288",2,1,"YES",NA,"YES",NA,1,6
"8289",2,1,"NO",1,"YES",NA,1,4
"8290",1,2,"YES",NA,"YES",NA,1,6
"8291",1,2,"YES",NA,"YES",NA,1,6
"8292",1,2,"YES",NA,"YES",NA,1,4
"8293",1,2,"YES",NA,"YES",NA,1,6
"8294",1,2,"YES",NA,"YES",NA,1,7
"8295",1,2,"YES",NA,"YES",NA,1,6
"8296",1,2,"YES",NA,"YES",NA,1,2
"8297",1,2,"YES",NA,"YES",NA,1,6
"8298",2,2,"NO",1,"NO",2,2,5
"8299",1,2,"YES",NA,"YES",NA,1,4
"8300",1,2,"YES",NA,"YES",NA,1,5
"8301",1,2,"YES",NA,"YES",NA,1,5
"8302",1,2,"YES",NA,"YES",NA,1,7
"8303",1,2,"NO",2,"YES",NA,2,7
"8304",1,2,"NO",2,"YES",NA,2,4
"8305",1,2,"YES",NA,"YES",NA,1,6
"8306",NA,2,"YES",NA,"YES",NA,1,5
"8307",2,2,"YES",NA,"YES",NA,1,5
"8308",1,2,"YES",NA,"YES",NA,1,6
"8309",1,2,"YES",NA,"YES",NA,1,6
"8310",1,2,"YES",NA,"YES",NA,1,5
"8311",1,2,"YES",NA,"YES",NA,1,5
"8312",1,2,"YES",NA,"YES",NA,1,5
"8313",1,2,"YES",NA,"YES",NA,1,5
"8314",1,2,"YES",NA,"YES",NA,1,5
"8315",NA,2,"YES",NA,"YES",NA,1,6
"8316",2,2,"YES",NA,"YES",NA,1,5
"8317",2,2,"YES",NA,"YES",NA,1,4
"8318",1,2,"YES",NA,"YES",NA,1,6
"8319",1,2,"YES",NA,"YES",NA,1,5
"8320",1,2,"YES",NA,"YES",NA,2,6
"8321",1,2,"YES",NA,"YES",NA,2,4
"8322",1,2,"YES",NA,"YES",NA,2,5
"8323",2,2,"YES",NA,"YES",NA,1,1
"8324",NA,2,"YES",NA,"YES",NA,1,4
"8325",2,2,"YES",NA,"YES",NA,1,6
"8326",2,2,"YES",NA,"YES",NA,1,6
"8327",1,2,"YES",NA,"YES",NA,1,6
"8328",2,2,"YES",NA,"YES",NA,1,6
"8329",1,2,"YES",NA,"YES",NA,1,7
"8330",2,2,"NO",1,"NO",1,1,5
"8331",1,2,"YES",NA,"YES",NA,1,4
"8332",1,2,"YES",NA,"YES",NA,1,7
"8333",2,2,"NO",1,"YES",NA,1,4
"8334",2,2,"YES",NA,"YES",NA,2,3
"8335",1,2,"YES",NA,"YES",NA,2,6
"8336",1,2,"YES",NA,"YES",NA,1,5
"8337",2,2,"YES",NA,"YES",NA,1,5
"8338",1,2,"NO",1,"YES",NA,1,7
"8339",2,2,"NO",1,"YES",NA,1,6
"8340",2,2,"YES",NA,"YES",NA,1,5
"8341",2,2,"YES",NA,"YES",NA,1,6
"8342",1,2,"YES",NA,"YES",NA,1,5
"8343",1,2,"YES",NA,"YES",NA,1,6
"8344",1,2,"YES",NA,"YES",NA,1,3
"8345",1,2,"YES",NA,"YES",NA,1,NA
"8346",2,2,"YES",NA,"YES",NA,1,4
"8347",2,1,"NO",1,"YES",NA,1,2
"8348",2,1,"NO",1,"YES",NA,1,5
"8349",NA,NA,NA,NA,NA,NA,NA,NA
"8350",1,2,"YES",NA,"YES",NA,1,4
"8351",2,2,"YES",NA,"YES",NA,1,6
"8352",1,2,"YES",NA,"YES",NA,1,6
"8353",1,2,"YES",NA,"YES",NA,1,6
"8354",1,2,"YES",NA,"YES",NA,1,7
"8355",2,2,"YES",NA,"NO",2,1,6
"8356",2,2,"YES",NA,"NO",2,1,5
"8357",1,2,"YES",NA,"YES",NA,1,6
"8358",1,2,"YES",NA,"YES",NA,1,NA
"8359",1,2,"YES",NA,"YES",NA,1,5
"8360",1,2,"YES",NA,"YES",NA,1,6
"8361",2,2,"YES",NA,"YES",NA,1,7
"8362",NA,2,"YES",NA,"YES",NA,1,NA
"8363",NA,2,"YES",NA,"YES",NA,1,NA
"8364",1,2,"YES",NA,"YES",NA,1,7
"8365",1,2,"NO",1,"YES",NA,1,3
"8366",1,2,"NO",1,"YES",NA,1,5
"8367",2,2,"YES",NA,"YES",NA,1,3
"8368",1,2,"YES",NA,"YES",NA,1,3
"8369",1,2,"YES",NA,"YES",NA,1,6
"8370",2,2,"YES",NA,"YES",NA,1,5
"8371",2,1,"NO",1,"YES",NA,1,5
"8372",2,1,"NO",1,"YES",NA,1,4
"8373",2,1,"YES",NA,"YES",NA,2,5
"8374",1,1,"YES",NA,"YES",NA,2,6
"8375",2,2,"NO",1,"NO",2,2,5
"8376",2,2,"NO",1,"NO",2,2,4
"8377",1,2,"YES",NA,"YES",NA,1,6
"8378",1,2,"YES",NA,"YES",NA,1,5
"8379",1,2,"YES",NA,"YES",NA,1,6
"8380",2,1,"YES",NA,"YES",NA,1,6
"8381",2,1,"YES",NA,"YES",NA,1,6
"8382",1,2,"YES",NA,"YES",NA,1,6
"8383",1,2,"YES",NA,"YES",NA,1,7
"8384",2,2,"NO",1,"NO",1,2,2
"8385",1,2,"YES",NA,"YES",NA,1,6
"8386",1,2,"YES",NA,"YES",NA,1,6
"8387",2,2,"YES",NA,"YES",NA,2,6
"8388",1,2,"YES",NA,"YES",NA,2,5
"8389",2,2,"YES",NA,"YES",NA,2,4
"8390",2,2,"YES",NA,"YES",NA,1,6
"8391",2,2,"YES",NA,"YES",NA,1,5
"8392",2,2,"YES",NA,"YES",NA,1,5
"8393",1,2,"YES",NA,"YES",NA,1,6
"8394",2,2,"YES",NA,"YES",NA,2,5
"8395",2,2,"YES",NA,"YES",NA,2,7
"8396",1,2,"YES",NA,"YES",NA,1,NA
"8397",2,1,"YES",NA,"YES",NA,1,1
"8398",2,1,"YES",NA,"YES",NA,1,4
"8399",2,1,"YES",NA,"YES",NA,1,7
"8400",2,1,"YES",NA,"YES",NA,1,4
"8401",1,2,"YES",NA,"YES",NA,1,5
"8402",1,2,"YES",NA,"YES",NA,1,4
"8403",1,2,"NO",1,"YES",NA,1,5
"8404",1,2,"YES",NA,"YES",NA,1,5
"8405",1,2,"YES",NA,"YES",NA,1,6
"8406",1,2,"YES",NA,"YES",NA,1,5
"8407",1,2,"YES",NA,"YES",NA,1,6
"8408",2,2,"YES",NA,"YES",NA,1,6
"8409",1,2,"YES",NA,"YES",NA,2,4
"8410",NA,NA,NA,NA,NA,NA,NA,NA
"8411",2,2,"YES",NA,"YES",NA,1,6
"8412",1,2,"YES",NA,"YES",NA,1,5
"8413",2,2,"YES",NA,"YES",NA,1,5
"8414",1,2,"YES",NA,"YES",NA,1,5
"8415",1,2,"YES",NA,"YES",NA,2,NA
"8416",2,2,"NO",1,"YES",NA,2,1
"8417",2,2,"YES",NA,"YES",NA,2,5
"8418",1,2,"NO",1,"YES",NA,1,6
"8419",1,2,"YES",NA,"YES",NA,2,4
"8420",NA,NA,NA,NA,NA,NA,NA,NA
"8421",1,2,"YES",NA,"YES",NA,1,6
"8422",1,2,"YES",NA,"YES",NA,1,5
"8423",1,2,"YES",NA,"YES",NA,1,7
"8424",2,1,"NO",1,"NO",1,2,6
"8425",2,1,"NO",2,"NO",2,2,7
"8426",1,2,"YES",NA,"NO",1,1,4
"8427",2,2,"YES",NA,"NO",1,1,6
"8428",2,2,"NO",2,"YES",NA,1,4
"8429",2,2,"NO",2,"YES",NA,1,4
"8430",1,2,"NO",1,"NO",1,1,4
"8431",1,2,"NO",1,"NO",1,1,4
"8432",2,2,"NO",2,"YES",NA,2,6
"8433",1,2,"NO",2,"YES",NA,2,4
"8434",1,2,"YES",NA,"YES",NA,1,6
"8435",1,2,"YES",NA,"YES",NA,1,6
"8436",2,2,"YES",NA,"YES",NA,1,7
"8437",2,2,"YES",NA,"YES",NA,1,6
"8438",2,2,"YES",NA,"YES",NA,1,4
"8439",2,1,"YES",NA,"YES",NA,2,4
"8440",2,1,"YES",NA,"YES",NA,2,7
"8441",1,2,"YES",NA,"YES",NA,1,6
"8442",1,2,"YES",NA,"YES",NA,1,5
"8443",1,2,"YES",NA,"YES",NA,1,6
"8444",2,2,"YES",NA,"YES",NA,1,4
"8445",1,2,"YES",NA,"YES",NA,1,6
"8446",1,2,"YES",NA,"YES",NA,1,6
"8447",1,2,"YES",NA,"YES",NA,1,6
"8448",1,2,"NO",2,"NO",2,2,4
"8449",2,2,"YES",NA,"YES",NA,1,4
"8450",2,2,"YES",NA,"YES",NA,1,4
"8451",1,2,"YES",NA,"YES",NA,1,7
"8452",1,2,"YES",NA,"YES",NA,1,6
"8453",2,2,"YES",NA,"YES",NA,2,5
"8454",2,2,"YES",NA,"YES",NA,1,4
"8455",1,2,"YES",NA,"YES",NA,1,5
"8456",2,2,"NO",1,"YES",NA,1,4
"8457",NA,2,"NO",1,"YES",NA,1,NA
"8458",1,2,"YES",NA,"NO",2,1,6
"8459",1,2,"YES",NA,"NO",2,1,5
"8460",1,2,"YES",NA,"NO",2,1,6
"8461",2,1,"YES",NA,"YES",NA,2,6
"8462",2,1,"YES",NA,"YES",NA,2,6
"8463",1,2,"YES",NA,"YES",NA,1,6
"8464",1,2,"YES",NA,"YES",NA,1,6
"8465",2,1,"YES",NA,"YES",NA,1,2
"8466",2,1,"YES",NA,"YES",NA,1,6
"8467",2,1,"YES",NA,"YES",NA,1,6
"8468",1,2,"YES",NA,"YES",NA,1,5
"8469",1,2,"YES",NA,"YES",NA,1,6
"8470",2,1,"YES",NA,NA,NA,1,4
"8471",2,1,"YES",NA,NA,NA,1,3
"8472",1,1,"YES",NA,NA,NA,1,1
"8473",2,2,"YES",NA,"YES",NA,1,6
"8474",1,2,"YES",NA,"YES",NA,2,5
"8475",1,2,"YES",NA,"YES",NA,1,6
"8476",2,2,"YES",NA,"YES",NA,1,4
"8477",1,2,"YES",NA,"YES",NA,1,6
"8478",2,2,"YES",NA,"YES",NA,1,4
"8479",1,2,"YES",NA,"YES",NA,1,6
"8480",2,2,"NO",1,"YES",NA,1,5
"8481",1,2,"NO",2,"YES",NA,1,5
"8482",1,2,"YES",NA,"YES",NA,1,6
"8483",1,2,"YES",NA,"YES",NA,1,6
"8484",1,2,"YES",NA,"YES",NA,1,7
"8485",1,2,"YES",NA,"YES",NA,1,6
"8486",1,2,"YES",NA,"YES",NA,1,7
"8487",2,2,"NO",1,"YES",NA,1,5
"8488",2,2,"NO",1,"NO",2,2,5
"8489",2,2,"NO",1,"NO",2,2,6
"8490",2,2,"NO",1,"YES",NA,1,5
"8491",2,1,"YES",NA,"YES",NA,1,6
"8492",NA,NA,NA,NA,NA,NA,NA,NA
"8493",2,1,"NO",2,"YES",NA,2,3
"8494",2,1,"NO",2,"YES",NA,2,5
"8495",1,1,"NO",2,"YES",NA,2,2
"8496",NA,2,"NO",1,"YES",NA,2,NA
"8497",2,2,"NO",1,"YES",NA,2,1
"8498",NA,2,"NO",1,"YES",NA,2,NA
"8499",1,2,"YES",NA,"YES",NA,1,5
"8500",1,2,"YES",NA,"YES",NA,1,6
"8501",1,2,"YES",NA,"YES",NA,1,2
"8502",1,1,"YES",NA,"YES",NA,1,6
"8503",1,2,"YES",NA,"YES",NA,1,6
"8504",NA,2,"YES",NA,"YES",NA,1,5
"8505",1,2,"YES",NA,"YES",NA,1,5
"8506",1,2,"YES",NA,"YES",NA,1,4
"8507",1,2,"NO",1,"YES",NA,1,6
"8508",1,2,"YES",NA,"YES",NA,2,6
"8509",2,1,"YES",NA,"YES",NA,2,3
"8510",2,1,"YES",NA,"YES",NA,2,6
"8511",2,2,"NO",1,"YES",NA,1,4
"8512",2,2,"NO",1,"YES",NA,1,5
"8513",1,2,"NO",1,"YES",NA,1,4
"8514",1,2,"YES",NA,"YES",NA,1,6
"8515",1,2,"YES",NA,"YES",NA,1,6
"8516",2,2,"YES",NA,"YES",NA,1,5
"8517",1,1,"YES",NA,"YES",NA,1,4
"8518",1,1,"NO",1,"YES",NA,1,6
"8519",1,1,"NO",1,"YES",NA,1,5
"8520",2,1,"NO",1,"YES",NA,1,7
"8521",2,2,"YES",NA,"YES",NA,1,5
"8522",1,2,"YES",NA,"YES",NA,1,6
"8523",1,2,"YES",NA,"YES",NA,1,6
"8524",1,2,"NO",2,"NO",2,2,3
"8525",1,2,"NO",2,"NO",2,2,5
"8526",1,2,"YES",NA,"YES",NA,1,7
"8527",2,2,"YES",NA,"YES",NA,1,4
"8528",2,2,"YES",NA,"YES",NA,1,6
"8529",1,2,"YES",NA,"YES",NA,1,7
"8530",1,2,"YES",NA,"YES",NA,1,6
"8531",2,2,"NO",1,"YES",NA,1,4
"8532",1,2,"NO",1,"YES",NA,1,3
"8533",1,2,"NO",1,"YES",NA,1,5
"8534",1,2,"NO",1,"YES",NA,1,4
"8535",1,2,"NO",1,"YES",NA,1,4
"8536",1,2,"YES",NA,"YES",NA,1,6
"8537",1,2,"YES",NA,"YES",NA,1,7
"8538",1,2,"NO",1,"YES",NA,1,5
"8539",2,2,"NO",1,"YES",NA,1,6
"8540",1,2,"YES",NA,"YES",NA,1,5
"8541",1,2,"YES",NA,"YES",NA,1,4
"8542",2,2,"YES",NA,"YES",NA,2,6
"8543",2,2,"YES",NA,"YES",NA,2,5
"8544",1,2,"NO",2,"YES",NA,NA,NA
"8545",1,2,"YES",NA,"YES",NA,1,6
"8546",1,1,"YES",NA,"YES",NA,1,6
"8547",1,1,"YES",NA,"YES",NA,1,6
"8548",2,2,"YES",NA,"YES",NA,2,5
"8549",2,2,"YES",NA,"YES",NA,2,4
"8550",1,2,"YES",NA,"YES",NA,1,5
"8551",1,2,"YES",NA,"YES",NA,1,6
"8552",1,2,"YES",NA,"YES",NA,1,7
"8553",1,2,"NO",1,"YES",NA,2,2
"8554",1,2,"YES",NA,"YES",NA,1,6
"8555",1,2,"YES",NA,"YES",NA,1,4
"8556",1,2,"YES",NA,"YES",NA,2,4
"8557",2,2,"NO",1,"YES",NA,2,4
"8558",2,2,"NO",1,"YES",NA,2,5
"8559",2,2,"NO",2,"YES",NA,1,6
"8560",2,2,"NO",2,"YES",NA,1,5
"8561",2,1,"YES",NA,"NO",2,1,5
"8562",1,2,"YES",NA,"YES",NA,1,4
"8563",1,2,"YES",NA,"YES",NA,1,6
"8564",1,2,"YES",NA,"YES",NA,1,6
"8565",1,2,"YES",NA,"YES",NA,1,5
"8566",1,2,"YES",NA,"YES",NA,1,6
"8567",1,2,"YES",NA,"YES",NA,1,6
"8568",2,1,"NO",1,"YES",NA,2,5
"8569",1,2,"NO",1,"YES",NA,1,5
"8570",1,2,"NO",1,"YES",NA,1,5
"8571",1,2,"YES",NA,"YES",NA,1,5
"8572",1,2,"YES",NA,"YES",NA,1,5
"8573",1,2,"YES",NA,"YES",NA,1,6
"8574",2,2,"YES",NA,"YES",NA,1,6
"8575",2,2,"YES",NA,"YES",NA,1,6
"8576",2,2,"YES",NA,"YES",NA,1,5
"8577",1,2,"YES",NA,"YES",NA,1,6
"8578",1,2,"YES",NA,"YES",NA,1,6
"8579",1,2,"YES",NA,"YES",NA,1,5
"8580",2,2,"YES",NA,"YES",NA,1,3
"8581",2,2,"YES",NA,"YES",NA,1,6
"8582",1,2,"YES",NA,"YES",NA,1,6
"8583",1,2,"YES",NA,"YES",NA,1,5
"8584",NA,2,"YES",NA,"YES",NA,1,NA
"8585",2,2,"YES",NA,"YES",NA,1,5
"8586",2,2,"YES",NA,"YES",NA,1,5
"8587",2,2,"YES",NA,"YES",NA,1,1
"8588",1,2,"YES",NA,"YES",NA,1,7
"8589",1,2,"YES",NA,"YES",NA,1,6
"8590",1,2,"YES",NA,"YES",NA,1,7
"8591",1,2,"YES",NA,"YES",NA,1,7
"8592",2,2,"YES",NA,"YES",NA,1,5
"8593",2,2,"YES",NA,"YES",NA,1,5
"8594",1,2,"YES",NA,"YES",NA,1,6
"8595",1,2,"YES",NA,"YES",NA,1,5
"8596",2,2,"YES",NA,"YES",NA,2,5
"8597",2,2,"YES",NA,"YES",NA,2,6
"8598",2,2,"YES",NA,"YES",NA,2,4
"8599",1,2,"YES",NA,"YES",NA,1,6
"8600",2,2,"YES",NA,"YES",NA,1,6
"8601",2,2,"YES",NA,"YES",NA,1,4
"8602",2,2,"YES",NA,"YES",NA,1,5
"8603",2,2,"YES",NA,"YES",NA,1,6
"8604",2,2,"NO",2,"YES",NA,1,6
"8605",1,2,"NO",2,"YES",NA,1,6
"8606",1,1,"YES",NA,"YES",NA,1,5
"8607",1,1,"YES",NA,"YES",NA,1,5
"8608",2,2,"YES",NA,"YES",NA,2,NA
"8609",2,2,"YES",NA,"YES",NA,1,3
"8610",1,2,"YES",NA,"YES",NA,1,5
"8611",1,2,"NO",1,"YES",NA,1,6
"8612",1,2,"NO",1,"YES",NA,1,5
"8613",2,1,"NO",1,"YES",NA,1,4
"8614",1,1,"NO",1,"YES",NA,1,2
"8615",2,1,"NO",1,"YES",NA,1,4
"8616",2,1,"NO",1,"YES",NA,1,3
"8617",2,2,"NO",2,"YES",NA,2,4
"8618",2,2,"NO",2,"YES",NA,2,4
"8619",1,2,"NO",2,"YES",NA,2,5
"8620",1,2,"NO",1,"YES",NA,1,6
"8621",2,2,"YES",NA,"YES",NA,1,5
"8622",2,2,"YES",NA,"YES",NA,1,4
"8623",1,2,"YES",NA,"YES",NA,1,5
"8624",2,2,"YES",NA,"YES",NA,1,4
"8625",2,2,"YES",NA,"YES",NA,1,5
"8626",2,2,"YES",NA,"YES",NA,1,6
"8627",2,2,"YES",NA,"YES",NA,2,6
"8628",1,2,"YES",NA,"YES",NA,1,6
"8629",1,2,"YES",NA,"YES",NA,1,4
"8630",1,2,"YES",NA,"YES",NA,1,5
"8631",2,2,"YES",NA,"YES",NA,2,6
"8632",2,2,"YES",NA,"YES",NA,1,3
"8633",1,2,"YES",NA,"YES",NA,1,6
"8634",2,2,"YES",NA,"YES",NA,1,6
"8635",2,2,"YES",NA,"YES",NA,1,6
"8636",2,2,"NO",1,"NO",1,2,1
"8637",2,2,"NO",1,"NO",1,2,3
"8638",1,1,"YES",NA,"YES",NA,1,6
"8639",2,1,"YES",NA,"YES",NA,1,4
"8640",2,1,"YES",NA,"YES",NA,1,6
"8641",2,2,"YES",NA,"YES",NA,1,6
"8642",1,2,"YES",NA,"YES",NA,1,1
"8643",1,2,"YES",NA,"YES",NA,1,5
"8644",1,2,"YES",NA,"YES",NA,1,4
"8645",1,2,"YES",NA,"YES",NA,1,6
"8646",1,2,"YES",NA,"YES",NA,1,7
"8647",2,2,"NO",1,"YES",NA,1,4
"8648",NA,2,"YES",NA,"YES",NA,1,4
"8649",2,1,"NO",1,"YES",NA,2,4
"8650",2,1,"NO",1,"YES",NA,2,4
"8651",1,1,"NO",1,"YES",NA,1,7
"8652",1,1,"YES",NA,"YES",NA,1,5
"8653",1,1,"YES",NA,"YES",NA,1,5
"8654",1,1,"YES",NA,"YES",NA,1,6
"8655",2,2,NA,NA,NA,NA,NA,6
"8656",1,1,"NO",1,"YES",NA,1,3
"8657",1,2,"YES",NA,"YES",NA,1,5
"8658",1,2,"YES",NA,"YES",NA,1,4
"8659",2,2,"YES",NA,"YES",NA,1,5
"8660",2,2,"NO",1,"YES",NA,1,5
"8661",1,2,"YES",NA,"YES",NA,2,6
"8662",1,1,"YES",NA,"YES",NA,1,5
"8663",2,1,"YES",NA,"YES",NA,1,6
"8664",1,1,"YES",NA,"YES",NA,1,5
"8665",2,1,"YES",NA,"YES",NA,1,1
"8666",2,1,"NO",1,"NO",2,1,5
"8667",2,2,"NO",1,"NO",1,2,3
"8668",2,2,"NO",2,"YES",NA,1,5
"8669",2,2,"NO",2,"YES",NA,1,6
"8670",1,2,"YES",NA,"YES",NA,1,6
"8671",1,2,"YES",NA,"YES",NA,1,4
"8672",2,2,"NO",1,"NO",1,1,3
"8673",1,2,"YES",NA,"YES",NA,1,5
"8674",1,2,"YES",NA,"YES",NA,1,6
"8675",2,2,"YES",NA,"YES",NA,1,NA
"8676",2,2,"NO",1,"YES",NA,1,6
"8677",1,2,"YES",NA,"YES",NA,1,4
"8678",1,2,"YES",NA,"YES",NA,1,4
"8679",2,2,"YES",NA,"YES",NA,1,5
"8680",2,1,"NO",1,"YES",NA,1,3
"8681",1,1,"NO",1,"YES",NA,1,6
"8682",1,2,"YES",NA,"NO",2,2,6
"8683",1,2,"YES",NA,"NO",2,2,5
"8684",1,2,"NO",1,"NO",2,2,6
"8685",1,2,"NO",1,"NO",2,2,7
"8686",2,2,"YES",NA,"YES",NA,1,4
"8687",2,2,"YES",NA,"YES",NA,2,4
"8688",2,2,"YES",NA,"YES",NA,2,5
"8689",2,2,"YES",NA,"YES",NA,1,5
"8690",1,2,"YES",NA,"YES",NA,1,6
"8691",1,2,"YES",NA,"YES",NA,1,7
"8692",1,2,"YES",NA,"YES",NA,1,3
"8693",2,1,"YES",NA,"YES",NA,2,5
"8694",2,1,"YES",NA,"YES",NA,2,6
"8695",2,1,"YES",NA,"YES",NA,1,6
"8696",2,1,"YES",NA,"YES",NA,1,5
"8697",1,2,"YES",NA,"YES",NA,1,6
"8698",2,2,"YES",NA,"YES",NA,1,3
"8699",2,NA,NA,NA,NA,NA,NA,2
"8700",1,2,"NO",1,"YES",NA,1,7
"8701",2,2,"NO",1,"YES",NA,1,5
"8702",NA,NA,NA,NA,NA,NA,NA,NA
"8703",1,2,"YES",NA,"YES",NA,1,6
"8704",2,2,"YES",NA,"YES",NA,1,5
"8705",2,2,"NO",1,"YES",NA,1,2
"8706",1,2,"NO",2,"YES",NA,1,6
"8707",1,2,"NO",2,"YES",NA,1,4
"8708",1,2,"NO",2,"YES",NA,1,5
"8709",1,2,"NO",2,"YES",NA,1,6
"8710",2,1,"YES",NA,"YES",NA,1,3
"8711",2,1,"YES",NA,"YES",NA,1,2
"8712",2,1,"YES",NA,"YES",NA,1,5
"8713",2,1,"YES",NA,"YES",NA,1,2
"8714",2,2,"NO",1,"NO",1,2,2
"8715",2,2,"NO",1,"NO",1,2,3
"8716",2,2,"YES",NA,"YES",NA,1,5
"8717",2,2,"YES",NA,"YES",NA,1,6
"8718",2,2,"YES",NA,"YES",NA,1,5
"8719",2,1,"YES",NA,"YES",NA,1,5
"8720",1,2,"NO",2,"YES",NA,1,5
"8721",1,2,"YES",NA,"YES",NA,1,6
"8722",1,2,"YES",NA,"YES",NA,2,7
"8723",1,2,"YES",NA,"YES",NA,2,5
"8724",1,2,"YES",NA,"YES",NA,2,5
"8725",1,2,"YES",NA,"YES",NA,1,5
"8726",1,2,"YES",NA,"YES",NA,1,6
"8727",NA,1,"NO",1,"NO",1,2,2
"8728",1,2,"YES",NA,"YES",NA,1,6
"8729",1,2,"YES",NA,"YES",NA,1,6
"8730",NA,1,"YES",NA,"NO",1,1,6
"8731",1,1,"YES",NA,"NO",1,1,6
"8732",1,2,"YES",NA,"YES",NA,1,4
"8733",1,2,"NO",1,"YES",NA,1,6
"8734",1,2,"NO",2,"YES",NA,1,6
"8735",1,2,"NO",1,"NO",1,2,3
"8736",1,2,"YES",NA,"YES",NA,1,5
"8737",2,1,"YES",NA,"YES",NA,1,5
"8738",1,1,"YES",NA,"YES",NA,1,4
"8739",1,1,"NO",1,"NO",2,1,2
"8740",1,2,"YES",NA,"YES",NA,1,7
"8741",2,2,"YES",NA,"YES",NA,1,5
"8742",NA,NA,NA,NA,NA,NA,NA,NA
"8743",1,2,"YES",NA,"YES",NA,2,6
"8744",1,2,"YES",NA,"YES",NA,2,4
"8745",1,2,"YES",NA,"YES",NA,2,3
"8746",1,2,"YES",NA,"YES",NA,2,4
"8747",1,2,"YES",NA,"NO",2,2,6
"8748",2,2,"YES",NA,"YES",NA,1,5
"8749",2,2,"YES",NA,"YES",NA,1,6
